,Seller,Product,Price,Quality,Likes,Comments,Category,Log Price,Log Likes
160,kantai2,dell core i5 laptop. good working business model.,320.0,0,8,"Dell E6530  Full fresh.  Very good condition. No issues.  Windows 10 pro l Processor -i5 2.70 GHz Screen 15.6” RAM- 4GB HDD- 320 Internal condition 10/10 Battery life good. 2.30-3 hours DVD have  Fingerprint Free anti virus instilled  Camera, WiFi  MS office 2016 activated Microsoft word, MS Excel, ",others,5.771441123130016,2.1972245773362196
161,goodtohere93694401,windows 10 pro dvd installer and product key,80.0,1,11,Windows 10 pro DVD installer and product key,others,4.394449154672439,2.4849066497880004
162,techbr0,"new lenovo m910 i5 with 21.5"" monitor, 8gb, 480gb ssd and onsite warranty",539.0,1,3,"""The compact size desktop is built with the business requirement in mind!"" Get a brand new full quad core, 8GB ram and 480GB ssd desktop with onsite warranty in your home or office right now!   The super nice photos are of a set i am using myself currently.  You will get an open box desktop and a se",computers/parts,6.29156913955832,1.3862943611198906
163,neonspace,retekess v115 portable radio am fm radio with shortwave radio transistor mp3 player,35.0,1,18,"SELF COLLECT/ MAILING/ DELIVERY AVAILABLE   Retail price/ $43.91  -item does not come with box  🔸 Memory：Support Micro SD/TF card, Max 32GB 🔸Audio format : MP3, WMA 🔸Output power : 2W 🔸Charging : DC 5V, Micro USB interface  ⚠️ Note: When charging, Alternating current can interfere with receive radio",audio_visual,3.58351893845611,2.9444389791664403
164,covid.sale.clearance,covid offer. wireless joystick gamepad controller for nintendo switch & pc,20.0,1,2,2019 Factory New Arrival Wireless Joystick Gamepad Controller for Nintendo Switch & PC,gaming_consoles,3.044522437723423,1.0986122886681098
165,urbanlionsales,windows 10 famille usb - 1425,120.0,1,7,"!! LAST SET , !! LAST SET , FIRST COME FIRST SERVE BASIS. IF WE DO NOT REPLY HERE PM US @ FACEBOOK :  URBAN LION AUCTION    😉Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)  😊Address and opening hours are stated on every page ",others,4.795790545596741,2.0794415416798357
166,t258jgn,read descriptions ubiquiti networks unifi video camera g3-pro uvc‑g3-pro / g3-flex uvc‑g3‑flex / g3 dome uvc‑g3‑dome,130.0,1,12,"👍👍 CASH / BANK TRANSFER / PAYNOW / PAYLAH PAYMENTS ONLY 👍👍 
 ⛔❌NO CAROUPAY & CARDS PAYMENTS ❌⛔ 
 
 PLEASE SCROLL DOWN & READ THE DESCRIPTIONS BELOW!
 
 Ubiquiti UniFi G3 DOME Wide-Angle 1080p Dome IP Camera with Infrared (UVC‑G3‑DOME) @ $225
 
 Product Specifications: https://www.ui.com/unifi-video/",audio_visual,4.875197323201151,2.5649493574615367
167,vivy.rebecca,digital hdtv antenna,10.0,1,2,FREE access to TV broadcast channels in full 1080p HD,audio_visual,2.3978952727983707,1.0986122886681098
168,polome8,tws waterproof bluetooth headphone true wireless mini sport in-ear earbuds headphones hd stereo,20.0,1,6,"We are a local trusted seller. We mail out within 24 hours. Receive your parcel in 2-4 working days.   Free mail provided   TWS Waterproof Bluetooth 5.0 Earphone True Wireless Mini Sport In-ear Earbuds Headphones HD Stereo   Feature: 1. The headset is Bluetooth 5.0, which can provide high-speed data",audio_visual,3.044522437723423,1.9459101490553132
169,rentalkarma,dell gaming laptop,1000.0,0,89,"Condition 9.8/10  15 inches  i7-8750H, gtx 1050ti   1 year old",computers/parts,6.90875477931522,4.499809670330265
170,retrosello,⌨logitech k750 usb wireless solar keyboard for mac,120.0,1,6,"🔶Brand new sealed packaging.
 🔶Solar-powered keyboard: No battery hassles—any light source keeps your keyboard charged for at least three months in total darkness
 🔶Only 1/3-inch thick: Ultra-thin design adds sleek style to your workspace
 🔶Familiar Mac layout: All the keys you're used to, plus a La",keyboards/mouse/chargers,4.795790545596741,1.9459101490553132
171,eh_movers,smart sensor car wireless charger,22.0,1,2,interested pls call hp 97403113,keyboards/mouse/chargers,3.1354942159291497,1.0986122886681098
172,oldcueball,pass aca class-a amplifier,450.0,0,5,Pass Amp Camp Amp Class-A Amplifier built from kit (https://diyaudiostore.com/collections/kits/products/amp-camp-amp-kit?variant=7072933085218).   Beautiful sound. 2 units available and they are bridgeable for higher power.,audio_visual,6.111467339502679,1.791759469228055
173,simonvandijk,"pristine cambridge ""audio aero 2"" speakers",400.0,0,3,"2,5 year old speakers .  Selling as good as new speakers because of space constraints  Cambridge Audio Speakers: http://www.hifi-review.net/136-cambridge-audio-aero-2.html  Also available: selling speaker stands , cables and bluetooth receiver   ",audio_visual,5.993961427306569,1.3862943611198906
174,laxsell,battery camera,35.0,0,1,"Descriptions Main Features: ●Wire Free No wiring at all, based on 2.4GHz WiFi and works independently ●Rechargeable Battery Long lasting power per charge, saves your money ●Night Vision HD quality CMOS sensor offers clearer night vision, up to 10m ●PIR Motion Sensor Smart PIR sensor detects motion e",audio_visual,3.58351893845611,0.6931471805599453
175,finalfan,flight triple 3 monitor arm adjustable support stand fb3,339.0,1,7,"Colour: Silver Type: Grommet and Clamp Screen weight range (1kg – 9kg) Integrated tool kit Single monitor support with double arms linked Screen quick release type Cable Management 180° monitor rotation, tilting +90° ~ -40° (screen can be tilted to flat) Available with both 75mm and 100mm VESA brack",audio_visual,5.8289456176102075,2.0794415416798357
176,tian1989,macbook pro 13’ touch bar | brand new 200 less| apple warranty may 2020- may 2021,1699.0,1,9,"Brand New Macbook Pro 13 inches with Touch Bar   It is Space grey,i5 quad core processors, 8gb, 128gb Rtp 1900, i let go $200 cheap for a fast deal  Received as a token from my company yesterday and activated. I don’t need a macbook so letting it go $200 cheaper. Someone looking to save can grab the",computers/parts,7.438383530044307,2.302585092994046
177,riennmu,wireless router,20.0,0,2,"Very good condition, by from challenge, work well and looks new",others,3.044522437723423,1.0986122886681098
178,jeanbennp,walkie talkie,20.0,1,6,with charger dlvry $5,others,3.044522437723423,1.9459101490553132
179,shiningtomato,tecware nova m2 casing micro size,45.0,1,17,Computer Parts & Accessories,covers/cases,3.828641396489095,2.8903717578961645
180,clubscubasg,microsoft office home and business 2010,49.0,0,7,"Microsoft Office Home and Business 2010 license pack. (No Media)
 If you want the install file, please supply a USB flash drive.",others,3.912023005428146,2.0794415416798357
181,vv_united,tecware m2 case,70.0,1,9,Brand new Tecware M2.     #Tecware #M2 #PCCASE ,covers/cases,4.2626798770413155,2.302585092994046
182,taufikroslan,intel core i5-2400,22.0,0,7,collect below my block payment by paynow cpu cooler for free,computers/parts,3.1354942159291497,2.0794415416798357
183,rina_tan,asus router rt-ac88u,160.0,0,6,Asus router RT-AC88U Used for around 1 year as mesh node Condition 9/10  Upgraded to AX router (XT8 - AX6600),others,5.081404364984463,1.9459101490553132
184,doodlez,faulty home ceiling fan repair,1.0,1,1,Fix not moving ceiling fan  Fix slow moving ceiling fan  Fix ceiling fan remote control  Fix ceiling fan faulty light  Fix ceiling fan pullchain  And many more  Pm for more details,air,0.6931471805599453,0.6931471805599453
185,gamingspecialist,"12d 6074 new xtreme bright super pro series 17 led lantern - powerful lantern/flashlight - perfect outdoor tabletop lantern for fishing, boating & camping - 100",34.0,1,4,"💬 CHAT TO BUY WHEN YOU HAVE DECIDED ON PURCHASE.  -SELF COLLECTION/ REGISTERED DELIVERY ONLY. (Please arrange with us before coming, as item might not be available.)  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)   PS. I w",others,3.5553480614894135,1.6094379124341003
186,mrbiol,jbl tune 500bt,60.0,0,1,just use for 3 month. ..  come with usb only both original from jbl,audio_visual,4.110873864173311,0.6931471805599453
187,hjr20,digital tv antenna digital tv receiver box antenna,10.0,1,81,Singapore has stopped using analog TV on 31/Dec/2018 and has fully upgraded to digital TV. We have introduced a new digital TV receiver which is ideal for receiving local digital TV in Singapore with clear images.  📲WhatsApp: 84225960  	Digital TV receiver $25 	Digital TV antenna $10 	Digital TV ,audio_visual,2.3978952727983707,4.406719247264253
188,ssd_sales_sg,128gb sandisk ultra luxe usb 3.1 flash drive original pendrive max 150mb/s,29.0,1,1,"We encourage users purchasing high-value items to meet and verify their purchases at a safe place. — Carousell Admin
 
 ✔️ 100% ORIGINAL & AUTHENTIC
 ✔️ 100% BRAND NEW
 ✔️ 5 YEARS WARRANTY
 ✔️ USB FLASH DRIVE
 ❌ TRADES
 ❌ NEGOTIATING
 
 💨 Brand: Sandisk
 💨 Type: LUXE
 💨 Capacities : 128GB
 💨 Warrant",computers/parts,3.4011973816621555,0.6931471805599453
189,ohmyjkpy,price reduced mini dp to hdmi cable black -1.5m,10.0,1,10,PLEASE NOTE THAT THE CABLE IS LONGER THAN THE IMAGE SHOWN - 1.5m (shown in pic 5)  ✔ Brand New ✔ Model SUR 3150 ✔ Available in Black (Measurements chart as shown in photos)  Features Outline:  • Mini DP interface input design，transmission interface for a high definition video stream  • Mini DP to HD,cables/adapters/switches,2.3978952727983707,2.3978952727983707
190,coconutree,new & urgent clear asus vivobook pro 15,1400.0,1,9,"Almost New. Only used for 1 week.  Perfect condition. Because only opened recently, warranty only til 1st June 2020.  I am a Macbook user.  Price includes -Original Box -Laptop -Laptop Charger -Complimentary Mouse -Asus pen (worth $69)  *AND* -Courier fees absorbed by me. -Your gain my loss, chat to",others,7.244941546337007,2.302585092994046
191,tyuliang,amd ryzen 7 1700x,180.0,0,9,Letting go of a used Ryzen 7 1700X processor. Will throw in a used Wraith stealth cooler. Under AMD international warranty until Nov 2020.,computers/parts,5.198497031265826,2.302585092994046
192,abitmessed,gaming laptop,650.0,0,12,"Lenovo Y50-80   in great working condition.  Using 500gb SSD the boot up is very fast Have played sims4, gta 5, blackshot, overwatch with medium-high settings barely any lag.  Comes with US connector power adaptor but will be giving a converter so can plug n play as per normal and will throw in free",computers/parts,6.478509642208569,2.5649493574615367
193,harsh5490,surface book 2 15 512 gb ssd 16 gb ram - discounted price,2400.0,0,5,"Under used Surface Book 2 15""  (was purchased in November 2018 in Germany)  Screen: 15” PixelSense™ Display Resolution: 3240 x 2160, (260 PPI) 10 point multi-touch G5 Aspect ratio: 3:2 Contrast ratio: 1600:1  16GB RAM 1866Mhz LPDDR3  8th Gen Intel® Core™ i7-8650U quad-core processor, 4.2GHz Max Turb",computers/parts,7.783640596221253,1.791759469228055
194,parry2,1080p portable android smart projector jbl,650.0,1,17,- built in android system  - 1080p - 3000 lumens  - JBL SPEAKER  - BATTERY 20000 MAH - portable leather strap  - made by xiaomi -  3D function available   - wireless streaming made available  easily able to replace a tv!! But with the portability:-))   RTP 850 SGD,audio_visual,6.478509642208569,2.8903717578961645
195,joshcolten,logitech g102,20.0,1,8,Gaming budget mouse for beginners and simple users.  Brand new in box.  Currently 6 pieces stock on it's way.  DM for reserves.  Items slef collect at my location.,keyboards/mouse/chargers,3.044522437723423,2.1972245773362196
196,zjienng09,coolermaster ck550 mechanical keyboard,70.0,0,3,I only used this for 2months as i bought a new keyboard because my table is to big it is still working perfectly,keyboards/mouse/chargers,4.2626798770413155,1.3862943611198906
197,excerite,high definition and resolution webcam 1080p,56.0,1,22,"High Definition and Resolution Webcam 1080p for recording, attending classes / courses, video, meeting and conferences (working from home). Able to connect to phone (Android, Apple (iOS)), laptop and desktop computer.",audio_visual,4.04305126783455,3.1354942159291497
198,williamshz,onkyo : a-9030b hi-fi integrated stereo amplifier with phonomm & sub pre out  brand new sealed set,395.0,1,74,Brand new sealed set. Bought at $529. Selling cheap that not happen to use it. No haggle pricing.,audio_visual,5.981414211254481,4.31748811353631
199,zhongmu,windows 10 pro full version,130.0,1,18,"Microsoft Windows 10 Pro Full Version. New in box, unopened. Packaging intact.",others,4.875197323201151,2.9444389791664403
200,gamingspecialist,12c 5281 brand new professional usb soldering iron 5v 8w portable power electric usb soldering iron tools smd diy soldering heat gun led indicator,11.99,1,20,"Retail Price: $ 🔥 Buy from us & you save up to 20% 🔥  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)  ✅ Address and opening hours are stated on every page listing  (End of the page of Meet up/ Mailing tab).  💬 CHAT TO BUY W",others,2.5641798306825083,3.044522437723423
201,sinsengcomponents,8“inch led monitor usb/hdmi/vga/bnc/av/rca/speaker - 8inch/8” inch professional led monitor support:12-24v for:vehicles/car/lorry/truck/trailer/van/bus/crane/excavator/cctv,65.0,1,37,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •",audio_visual,4.189654742026425,3.6375861597263857
202,justinnsu,desktop pc gaming rig,200.0,0,77,Clearing old desktop that has been idling around the house. Was built with a GTX 1060 but I sold the card away.   Gigabyte GA-H61M-S2V-B3 Intel i5 3570K ( can overclock but I didn’t) 8GB Ram 500GB HDD Cooler master GX 550W PSU Mid tower case with blue led fans   ,computers/parts,5.303304908059076,4.356708826689592
203,3cycle,lenovo h520s sff i3-2120 & 120gb ssd & 8gb ram,120.0,0,6,As it is Fully upgraded Processor Intel i3-2120 2 cores 4 threads LGA 1155 Samsung DDR3 1333Mhz (2x4gb)  Casual gaming & youtube/movies Cleaned inside Kingston 120gb SSD Fresh Win10OS Pro & MSO 2019.  Fixed price  Pls chat and offer. Thanks  Stay home stay safe Safe distancing collection or delivery,computers/parts,4.795790545596741,1.9459101490553132
204,sgksklw,sony cd walkman vintage,60.0,0,10,"Vintage Sony CD Player Collectible! CD, Radio , muilti control with remote  Still Great sound !  And still like new and good condition.  Tested and all working good. With Sony remote wired. Just need plug in any audio jack headphones to the wired  remote to the Walkman Player   2 AA batteries and go",others,4.110873864173311,2.3978952727983707
205,jon_ng,sapphire pulse radeon rx 570 4g itx,120.0,0,10,"Bought 29/12/17, out of warranty for few months.  Will give personal 7 days warranty.  Fixed price",covers/cases,4.795790545596741,2.3978952727983707
206,tcacoustic_clearance,flash deal till 17th may r-41 pm powered speaker at 299,299.0,1,19,Warranty: 1 year local  Usual Price: $699 Flash Deal: $299!!  The R-41PM powered speakers are designed to connect to any virtually source without the need for an A/V receiver. These powered speakers deliver room-filling sound and incredible acoustics without taking up too much space.  Features:  Bui,audio_visual,5.703782474656201,2.995732273553991
207,catech,gaming desktop ryzen intel nvidia amd rx 5600xt 5700xt 5500xt 2060 2070 2080 3600 3600x 3700x 3800x i5 9400 i7 9700 i7 9700k strix msi gigabyte asrock evga,348.0,1,1565,Official Retailer!!! By far the largest PC supplier store in carousell at your service.   2020 new year sale offer!! We are OPEN EVERYDAY!!! Get your PC in 2 hours! And we mean it!  All desktops on discounts up to $100 with free upgrades.   Please pm for me details.  List the build you want and will,computers/parts,5.855071922202427,7.356279876550748
208,no1insg,laptop charger adapter with type c input port,12.0,1,2,"For all brand laptops , check with on the adapter before you place order  You can use back your own typec adapter   Type: DC Converter Plug,PD decoy Plug Connector A: USB Type C Female Connector (s) B: 5.5*2.5mm/7.4*5.0mm/3.0*1.1mm/Square Plug Male   Easy Plug and Use    Converter DC Plug Only!   Dc",cables/adapters/switches,2.5649493574615367,1.0986122886681098
209,laptophouse,229 lenovo thinkpad t520 intel core i5-2nd,229.0,0,7,"Lenovo Thinkpad T520 Intel Core i5-2nd   SKU: LTH0004646  Intel Core i5-2nd 4GB RAM 320GB HDD 12"" (1366 X 768)  HD WebCam Bluetooth 3 X USB 2.0 VGA Mini Display Port SD Card Reader Condition: Preowned Warranty: 1 month  Pls take a picture of the ads with the Model or SKU Model and send to whatsapp t",computers/parts,5.438079308923196,2.0794415416798357
210,commsplay,mint macbook pro retina 15 inch a1389,799.0,0,30,"Used but in mint condition Apple MacBook Pro Retina 15 Inch (Mid 2012, model A1389) for sale! Intel Core i7 with Nvidia GeForce GT650M graphics built in!  Exterior condition 9/10 with minimal sign of usage. Internally full working condition. Battery life still considered strong, can last about 1.5 d",computers/parts,6.684611727667927,3.4339872044851463
211,lim9800,samsung soundbar j551 2.1ch 320w sound bar with wireless subwoofer,210.0,0,1,Samsung J551 2.1CH 320W Soundbar with Wireless Subwoofer.  Experience precision audio sound quality with superior sonic bass performance.  Excellent condition .  Original Power Adaptor  Original Remote,audio_visual,5.351858133476067,0.6931471805599453
212,jhonasquick,cooler master cpu cooler,20.0,1,8,Brand new cpu cooler I just bought from amazon still in package. Only one buy quick and for more questions u can chat with me ,others,3.044522437723423,2.1972245773362196
213,treoo,audio-technica atr-2500usb cardioid condenser usb microphone,128.0,1,100,"★ Side-address condenser microphone with USB output for easy connection to your computer.		 ★ Ideal for podcasting, home studio recording, field recording, and voiceover use.		 ★ Built-in headphone jack allows you to directly monitor your microphone output without audible delay.		 ★ Adjust headphone",audio_visual,4.859812404361672,4.61512051684126
214,janexxuan,nvidia shield tv,220.0,1,10,"I bought this thinking it came with projection - turns out, I did not do my research properly. Very silly :(  See photos attached for transaction with Shoppee - this was purchased on 9 May 2020. I just received it in the mail today on 16 May 2020. I’m listing it as a new item (never used at all). Ha",audio_visual,5.3981627015177525,2.3978952727983707
215,laptophouse,lenovo thinkpad laptop export sets for sales,199.0,0,60,"Lenovo Thinkpad Export Sets   Thinkpad L Series 14"" L420, Core i3-2nd/4G/320GB HDD @$199 L420, Core i5-2nd/4G/320GB HDD @$209   Thinkpad T series 14"" T420, Core i5-2nd/4G/320GB HDD @$209 T430, Core i5-3rd/4G/320GB HDD @$299 T440p, Core i5-4th/4G/320GB HDD @$299 - Sold out!!! T440, Core i5-4th/4G/500",computers/parts,5.298317366548036,4.110873864173311
216,jovan.tucker,turntable / record player,250.0,0,3,Stanton record player - less than a year old. Selling because I am relocating    https://www.planetdj.com/stanton-t80,audio_visual,5.5254529391317835,1.3862943611198906
217,ftcgadgets,lenovo laptops - different models listed,200.0,0,9,"Grade A laptops. In good condition. All comes with 4gb ram, 320hdd, webcam and adaptor. Quantity 10-50pcs, varies depending on each model.  Models:  Lenovo T410 I5-gen1 $200  Lenovo T420 I5-gen2 $220  Lenovo T430 I5-gen3 $235  Lenovo T520 I5-gen2 $235  Lenovo T530 I5-gen3 $250  Lenovo L430 I5-gen3 $",computers/parts,5.303304908059076,2.302585092994046
218,lolwat,brand new smart watch touch screen fitness tracker,55.0,1,6,"Brand new fitness tracker smart watch with full touch screen. Heart rate, sleep tracker, steps, blood pressure monitor, pedometer, time, notifications, messages, multi sports mode, gps, waterproof, call alert, music control, sedentary alert, incoming call alert and stopwatch functions. Collect at 64",time,4.02535169073515,1.9459101490553132
219,iiiibuysell,laptop laptop laptop ssd,229.0,0,2,"Light weight window 10 64bit  Japan Panasonic 12"" laptop  With ssd 120gb no lagging  With wifi 5GHz and charger  Good Battery life   We install for original Window 10 64bit and office 2019 word Excel PowerPoint and photoshop PDF reader VLC player AVG Antivirus software and more.....   System U9600 @",computers/parts,5.438079308923196,1.0986122886681098
220,t258jgn,msi radeon rx 5700 mech gp oc 8g ddr6 graphics card,550.0,1,24,"👍👍 CASH / BANK TRANSFER / PAYNOW / PAYLAH PAYMENTS ONLY 👍👍 
 ⛔❌NO CAROUPAY & CARDS PAYMENTS ❌⛔ 
 
 PLEASE SCROLL DOWN & READ THE DESCRIPTIONS BELOW! 
 
 PROMOTION DETAILS
 AMD Radeon Raise the Game Bundle:
 Promotional Period: February 4, 2020 - May 30, 2020
 Redemption Period: February 4, 2020 - Ju",computers/parts,6.311734809152915,3.2188758248682006
221,kinglysg,creality 3d ender 3 - diy 3d printer kit,348.0,1,64,"220 x 220 x 250mm MK10 Extruder 1.75mm 0.4mm Nozzle  Limited Quantities Available  Full Review https://youtu.be/a8Z-9ncYsps  Main Features ● MK - 10 extruder greatly reduces plugging risk and bad extrusion ● V-slot with POM wheel makes it move noiseless, smoothly and durable ● One-piece structure pr",printers,5.855071922202427,4.174387269895637
222,alrahman0431,laptop,250.0,0,26,Its fujitsu brand and used laptop ,computers/parts,5.5254529391317835,3.295836866004329
223,jerens,harman/ kardon onyx studio 3 wireless bluetooth speaker,120.0,0,9,"Note: During the Circuit Breaker period, no meet-ups but delivery only. Delivery costs can be discussed with buyer.   Portable Bluetooth speaker with rechargeable battery and built-in microphone Harman/ Kardon is known for good audio quality, and this product lives up to its reputation. Audio qualit",audio_visual,4.795790545596741,2.302585092994046
224,callmekr,lenovo laptop,280.0,0,13,Old used laptop.  No longer good for gaming.  Still can be used as a normal laptop.  No battery. Must be plugged into power source to use. ,computers/parts,5.638354669333745,2.6390573296152584
225,whoohoo85,"lenovo a8-7100/16gb/256gb ssd/radeon r5/14"" gaming laptop",400.0,0,14,"Lenovo Z40-75 Gaming Laptop
 
 AMD A8-7100 Processor (Quad Core)
 16GB DDR3L Dual Channel Ram
 256GB Samsung EVO 850 Solid State Drive (SSD)
 DVD/RW Rom Drive
 AMD Radeon R5 M230 Graphics w/ 2GB Dedicated Ram
 14"" HD (1366x768) Resolution Display
 1 x USB 3.0 Port
 2 x USB 2.0 Port
 1 x HDMI Port
 1",computers/parts,5.993961427306569,2.70805020110221
226,65_km,apple watch transparent protector case,10.0,1,7,"1. Applicable to Apple Watch Series 5/4/3/2/1. Available in 4 sizes: 38mm, 42mm, 40mm, 44mm 2. Made of high quality, scratch resistant durable TPU with screen steel film 3. Flexible materials can be quickly and easily installed and removed 4. Comprehensive edge coverage prevents all scratches 5. Eas",covers/cases,2.3978952727983707,2.0794415416798357
227,gamingspecialist,"5c 5631 new somic g951 pink gaming headset for ps4 pc, 7.1 virtual surround sound detachable cat ear headphone with led light, microphone, over ear headphones for girlfriend women usb jack",62.99,1,24,"Retail Price: $78.18 🔥 Buy from us & you save up to 30% 🔥  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)  ✅ Address and opening hours are stated on every page listing  (End of the page of Meet up/ Mailing tab).  💬 CHAT TO ",audio_visual,4.158726821151369,3.2188758248682006
228,foosl,bose soundlink around the ear wireless headphones,120.0,0,3,In Good Condition. Seldom Used Headphone.,audio_visual,4.795790545596741,1.3862943611198906
229,brunching,august home august smart lock pro + connect with wi-fi bridge,300.0,1,4,"August smart lock in GREY with connect wifi bridge Bought directly from Amazon. Still brand new in box!  - Zwave, HomeKit & Alexa Compatible   You can refer to below for more info on this product.   https://august.com/products/august-smart-lock-pro-connect  https://www.amazon.com/gp/aw/d/B0752VPHVK/",others,5.707110264748875,1.6094379124341003
230,sinsengcomponents,7-star 4ch 1080p ip camera - wireless plug & play 4ch/8ch full-hd nvrnetwork video recorder kit set with 4/8 ip66 weatherproof indoor/outdoor day & night full-hd 1080p 2mp dome/bullet security cctv wireless ip camera pc/mobile app:ip pro - eseecloud,150.0,1,67,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •",audio_visual,5.017279836814924,4.219507705176107
231,ooikw8,fs: whafedale delta 30.2 bookshelf speaker,120.0,0,14,I’m selling a pair of Whafedale bookshelf speaker which in good working condition.   Kindly call/sms me at hp:81334568 for more detail. ,audio_visual,4.795790545596741,2.70805020110221
232,pb8307,jenome cooper pro 5000q sewing machine,155.0,0,3,Great condition Jenome sewing machine for sale!,others,5.049856007249537,1.3862943611198906
233,serliwidiawati,phywe power supply for spectral lamps 60 each,60.0,0,1,"Phywe power supply for spectral Lamps @$60 Each   Qty : 1 Pc.  Can be power on but no further testing has been.  Please self inspect.      ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy",others,4.110873864173311,0.6931471805599453
234,elielootgieter,sony vfet amplifier ta-n7,300.0,0,5,"WARNINGS: for parts or repair. This is a Japan 100V unit.
 
 Hard to find Sony flagship TA-N7 power amplifier (years 70/80)
 
 The amplifier can switch on, I can hear the three relays clicking but nothing when I tried to play a sound.
 
 No idea about the history of this amp (bought it as is on line",audio_visual,5.707110264748875,1.791759469228055
235,torulychu,dell laptop,250.0,0,15,"Laptop is in working condition. It has Intel core i3, 2.1 GHz processor.",computers/parts,5.5254529391317835,2.772588722239781
236,onimi2020,toshiba external hard disk 1tb,100.0,1,9,Brand new in box.  1TB.  Bought at S$115. ,computers/parts,4.61512051684126,2.302585092994046
237,kittymount,tv base for all tv brands,59.0,1,8,"$59 TV BASE CALL 9183 7250   Two legs Universal TV TABLE STAND  Fits for all LED/LCD/PLASMA/CURVED/OLED TV/Xiaomi/EINZ/TOSHIBA/SAMSUNG/LG/SONY/PHILIPS  ✔Easy to install. ✔Come w standard screw size. ✔If your tv need any special screws can get from hardware shop.   ✔Suitable 40"" to 70"" and 45kg below",audio_visual,4.0943445622221,2.1972245773362196
238,ti4nyu,msi rx580 8gb gpu,110.0,0,35,Fast meet up after lockdown selling for $100. It’s been used for quite long. I wanted to get a better gpu so hence finally trying to sell it off,computers/parts,4.709530201312334,3.58351893845611
239,shopin1388,sonicgear bt5500 optical soundbar - wireless subwoofer | enhance tv sound | local stocks other models available,69.9,1,25,Buy link> https://qoo.tn/By1LsW/Q000159230,audio_visual,4.2612704335380815,3.258096538021482
240,theeverythingstore,"yale assure lock sl with z-wave plus - key free door lock with touchscreen keypad - works with smartthings, wink and more yrd256zw2619 in satin nickel",394.0,1,17,"Description  Lose your keys for good with the Yale assure lock SL. Lock and unlock your home using the backlit touchscreen keypad or through your Z-Wave smart home system, including Samsung SmartThings and wink. Tap the keypad with 3 fingers to quickly lock the door behind you or turn on auto-relock",others,5.978885764901122,2.8903717578961645
241,janeyyyy,new harman kardon onyx studio 3 black,150.0,1,3,"Hi there!  Selling brand new, unopened Harman Kardon Studio 3 (Black) Wireless Bluetooth Portable Speaker.  No warranty; received it as a 2018 Christmas present.  Feel free to contact me :)",others,5.017279836814924,1.3862943611198906
242,lululeow,apple iphone earpiece,12.0,1,1,Brand new in box,audio_visual,2.5649493574615367,0.6931471805599453
243,chickenmcnugget,surface book 2 i7 / 8gb / 256gb,2200.0,1,6,Want to sell brand new unopened surface book 2. Wife bought the wrong model so am selling instead of returning it Still brand new in delivery package.,others,7.696667081526462,1.9459101490553132
244,cashconverterssg,heater,12.0,1,2,"SKU-68000000069992
 BUY THIS ITEM AT OUR WEBSITE:
 https://www.cashconverters.sg/heater-6800000069992.html
 
 USE VOUCHER CODE : CB10OFF TO GET 10% DISCOUNT WITH NO MINIMUM SPENDING REQUIRED.
 ",others,2.5649493574615367,1.0986122886681098
245,sgfireaway,cpu bundle i7-2600 + asus p8b75-m // negotiable ,150.0,0,31,"- i7-2600 CPU CHIPSET ( was not overclocked nor used for mining) - P8B75-M MOTHERBOARD (used but not abused) - Both conditioned 8/10. Very well taken care of. And YES , ITS NEGOTIABLE!  - First come, first serve",others,5.017279836814924,3.4657359027997265
246,danalsaurus,western digital wd red 3tb,120.0,0,27,"Excellent condition harddisk  No more warranty  Each 120$. Take all 3, 300$  Best for NAS qnap synology  ",others,4.795790545596741,3.332204510175204
247,itdeals,gaming pc,688.0,0,12,"Specs:   i7-4790 @ 3.60GHz 16GB Memory RAM 240GB SSD 1TB  HDD Intel HD 4600 Graphic NVIDIA P106-100 = GTX 1060 - 6GB DDR5 Graphic Windows 10 Pro 64 Bit  Dell Optiplex Tower 9020  Last set available only, grab it before it's gone !!!",computers/parts,6.535241271013659,2.5649493574615367
248,quroxcable,"ubiquiti unifi video camera, dome, ir",149.0,1,16,"Ubiquiti UniFi Video Camera, Dome, IR, 3-Pack
 $699     High-Resolution Performance Featuring a wide-angle lens, the UniFi® Video Camera Dome provides 720p HD resolution at 30 FPS.  Versatile Day or Night Mode Great for day or night surveillance, the UniFi® Video Camera Dome includes infrared LEDs w",others,5.0106352940962555,2.833213344056216
