Seller,Product,Price,Quality,Likes,Comments
nightmare167,Yilear Wireless Earbuds,25.0,1,1,New set. Minor scratch on charing case. No warranty. Self collect.
redzapple,DLP Mini Mobile Projector UNIC P1+ WIFI Wireless Mini Handheld Home Theatre Projectors For Android Apple iOS #CarouPay,132.0,1,268,"*** World Smallest Mini Projector - Best Gift for the Loved one ***  Light Source: Led Light Type: Digital Projector Optical Resolution: 640x480dpi Projective Mode: Throwing, Desktop Lens: Multi-layer Coated Glass Lens Max Resolution: 1920*1080 Zoom: Focus Projection Distance: 0.3-4M Use: Commercial"
redzapple,DLP Mini Mobile Projector UNIC P1+ WIFI Wireless Mini Handheld Home Theatre Projectors For Android Apple iOS #CarouPay,132.0,1,268,"*** World Smallest Mini Projector - Best Gift for the Loved one ***  Light Source: Led Light Type: Digital Projector Optical Resolution: 640x480dpi Projective Mode: Throwing, Desktop Lens: Multi-layer Coated Glass Lens Max Resolution: 1920*1080 Zoom: Focus Projection Distance: 0.3-4M Use: Commercial"
ruuust,2018 13-inch MacBook Pro Touchbar 4 Thunderbolt 3 Ports,2099.0,0,5,"Selling this pre-loved 2018 MacBook Pro Space Gray bought for about $2.7k and under utilised. Condition is 9.5/10, almost as good as new!  Will come with the original Charger and Box.  Specifications: CPU: 2.3GHz Quad-Core Intel Core i5 - 8259U GPU: Intel Iris Plus 655 1536MB RAM: 16GB 2133 MHz LPDD"
gogo_cart,(P4) GANA 3 Port 4K HDMI Switch,8.0,1,9,"Smart & automatic operation - has the key-press-switching function 3-Port HDMI switch - 3 HDMI ports in and 1 HDMI out for various HDMI devices, such as Xbox one S, Xbox 360, PS3, beamer, DVB receivers, Blu-ray player, Apple TV, laptop, HDTV/HD monitor. Hdtv 4K (3840x2160p) resolution, 3D display su"
itech_ah,POP UP MOBILE EXTERNAL,18.0,1,1,Others
gooddealong,Sound Bar w Wireless Subwoofer,188.0,1,8,"BOMAKER TV Sound Bar, 150W Soundbar with Wireless Subwoofer, Bomaker 2.1 Channel Sound Bar, Clear Treble, 34 Inch Wired & Wireless Bluetooth 5.0, Enhanced Bass Adjustment, Optical/Coaxial/Aux/USB  https://www.amazon.sg/BOMAKER-Channel-Wireless-Subwoofer-Bluetooth/dp/B07RPM16L3  press and see  link a"
ryan0021,mouse,6.0,0,1,red one 7$  gray one 6$ both take 12$
hahellohi,apple pencil cover casing,3.0,1,8,in white   for gen 2 apple pencil  silicon cover  non slip design   contains: -pen body cover  -nib cap  -cylinder cap  postage preferred  brand new in box  will be packed in bubble wrap postage or self arrange for delivery  tags: apple gen 2 apple pencil silicone protector cover case casing 
gbearchan,Klipsch Promedia 2.1 Computer Speaker (Gen 1),150.0,0,9,Used item  No box  Self collect  Price fixed
paulsy20,Apple watch | series 5,588.0,0,8,44MM | GPS  Slightly negotiable Full set with accessories  
doyz89,Canon Binoculars Image Stabilizer 15 X 50 IS ALL WEATHER,1400.0,0,3,Great binoculars for stargazing . And other purposes.
hotels1,Apple Airpods Gen 1 Used,50.0,0,37,"Selling a pair of Authentic Gen 1 AirPods  Reason for low price: both airpods disconnect after a few minutes of use  Case in fairly good condition, only 2 small dents on the lid Bought for $180  My loss, your gain No nego cos price is alr very low"
love.dance,Headphone,20.0,0,22,Under Armour Headphones Priced to clear
nazeem_15,Super Flower Leadex II 750w Gold PSU,140.0,0,1,"1 year old Super Flower 750w power supply. Warranty until April 2026. Box and all original cables provided.  Selling cause I upgraded to a digital PSU.  Top up $10 and I'll personally deliver to you, IF you stay on the east side."
mansacomputers,Intel Core i5-2400,20.0,0,10,Used Intel Core i5-2400 computer processor.
randomcheapoitems,LCD Alarm Clock,9.0,1,4,"LCD Alarm Clock Easy to use. Light button, good for night use. Battery operated, batteries not included. Dimensions: 13 x 4.5 x 7cm  Available colors: blue, black, white  “Meet up at various MRT, postage and doorsteps delivery is available”  Delivery charge from $5.50, please ask for our delivery op"
fallenangelsg,ONE PIECE Tony Chopper EZ-Link Charm,15.0,1,3,✔️Brand new with packaging ✔️Same function as a EZ-Link card & accepted at all EZ-Link acceptance points ✔️Can be top up at any General Ticketing Machine/Office ✔️3 Years Validity  ✔️Meet up at your convenience 
zhuzhu88,"Thinkpad Yoga 12.5"" FHD Touch i5-4300/8GB/128GB SSD",390.0,0,2,"Cosmetic 9/10 new battery in excellent condition  Full HD Touch screen  Windows 10 Pro 64 bit, Office 2016, Ready to Use Comes with original charger WhatsApp to : +65 96191568"
gray.x,"FAST Deal: Macbook Pro [16-inch, 2019, Space Gray)",3100.0,0,14,"- MacBook Pro 16-inch, 2019 for sale in brand new condition - Used for 2 weeks only. Bought recently on 4 May 2020 - Reason for selling:     - impulse buy & underused     - I’m currently in Uni and the MacBook is too powerful for my own daily usage for school     - Too big and heavy for school as we"
honeypopcornnn,Little Twin Stars EZ-Charm,21.9,1,2,BN Little Twin Stars EZ-Charm  Use this EZ-Charm to tap and pay for your daily transit on buses and trains! No stored value.  Validity: 3 years (Until 2022) Price: S$21.90  Pm for more information! ☺️
lastminutedeal,B187 SONRU SPDIF WIRELESS AUDIO RECEIVER/ TRANSMITTER,15.0,1,7,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (
amexican,Razer Blade 2014,800.0,0,8,"It comes with all-original Razer accessories, including the charger. I even have the original box and receipt invoice.  The Specs Processor:  Î7-4702HQ RAM: 8GB SDD: 256GB Screen type: Glossy GPU: Nvidia GeForce GTX 870M / Intel HD Graphics 4600 (3GB dedicated memory) Additionally, I'll throw in a R"
wildflowerchild,Working Hp P1102w Laser Printer (Wifi),85.0,0,7,Very good condition. Fully functioning.  - Monochrome stand alone laser printer (Print only) - Wifi wireless connection   Comes with:  - 1 piece NEW toner  - 6 month warranty with local company (Pyramid Services).   Fixed price.  Collect at Redhill or delivery option (Charges apply)  Please note tha
goodbuy78,"HP presario 14"" laptop",35.0,0,3,"In working state. Windows sp3 1.80GHZ,AMD Processor 3000 DVD drive, 3xusb2.0 Wireless network 802.1g wlan. Battery in good condition**** Including adapter. Cash and carry. Location 680164.**** Suitable for study/home work,highly mobile."
giftzgalore,Delivery Sabbat E12 Ultra Camo Sale,69.99,1,45,Preorder now!  Delivery +$5  Preorder now 1-2weeks $20 deposit Remaining amount paid upfront  My personal experience Bass is extremely good to my hears. The audio clarity is on point. Highs and lows are well balanced. Audio quality has improved tremendously compared to the non ultra version. For the
cyrusoh,5M LED Light Strip with Remote - Preorder,20.0,1,31,5M LED Light Strip with Remote - Preorder  Waterproof version: $20 Non waterproof version: $18  Estimated waiting time is 1-2 weeks  Payment to be made before i place order  Preorder ends every 3rd week of the month 
khairulhamzah,Pop-Up mobile external,15.0,1,2,What you see is whag you get. Cheap2 good2
senorita26,Pop up mobile external,15.0,1,1,pm if interested self collect @ cck
crown99,Raise arm/ deck for laptop and keyboard,70.0,0,2,"Heavy duty and stady. Keyboard rest is retractable. Free up space beneath the raise deck. Raise up approxi 6” from table. Can withstand about 20kg. 
 "
sayonara666,POP-UP MOBILE EXTERNAL 3.0,10.0,1,1,Brand new. Pm for details.   Self collect at bt panjang.
michelle_au,Netgear 5 Port Gigabit Ethernet Switch,20.0,1,18,Computer Parts & Accessories
confettigalore,APPLE IPAD KEYBOARD DOCK A1359 1st 2nd 3rd Generation,15.0,0,10,authentic good as new apple keyboard dock please check model before buying (: model A1359  apple wireless keyboard
yensss135,Pop-up mobile external DVD DRIVE,18.0,1,1,"Compatible Windows XP / 2003 / Win 8 / Vista / 7. Linux, mac 10 OS system.  Compatible USB3.0 port and following parts USB2.0 / 1.1 efficiency more stable. Applies more widely.   Power consumption 3-5W. "
theunix,Slim pop up mobile external (without usbc),10.0,1,3,Slim portable dvd player  brand new  different colours available must see stock   $8 delivery islandwide 
wlndx,Pop up mobile external,15.0,1,1,"item tested n working  product is tray  loading portable OOD caddy which is sitable to USB2.0/3.0 connector desktop or laptop. Via the USB interface ,external dri es and computer are successflly read information function."
toys_games_fun,Lenovo Laptop,50.0,0,1,"Everything is working fine but dunno why internet explorer cannot link up any website, suspect it’s too old already. Running on Win XP.  Also the screen has a fine line of dead pixel but won’t affect anything (Shown in picture).  There’s open office in it, good for admin work and it’s super small an"
+wen+yseven,Super Slim Portable USB 3.0 Interface Dual Layer DrivUSB 3.0 Pop-up Mobile External DVD Drive DVD-RW,15.0,1,1,❗️Only 1 set.  Brand new full set with box. Super Slim Portable USB 3.0 Interface Dual Layer Drive Pop-up Mobile External DVD Drive DVD-RW for PC and for Laptop. Selling Cheap. For more details or info kindly check the link below. Thank you.   https://www.amazon.com/Portable-Interface-Pop-up-Mobile-
catwurst,Sony WF-1000XM3  Noise-cancelling Wireless,210.0,0,12,"Selling Sony Noise-Cancelling True Wireless at only $210!   • Looks brand new, works perfectly  • Only one pair of earbuds used, the rest is kept clean • Includes one silicon case used to protect item from day one  • No drops, never submerged before • Not use while running - only use for normal comm"
nothingmuch12,Dell XPS 8700,399.0,0,6,Preloved Dell XPS 8700 desktop. Looking to clear fast as it is taking up space. Nego for fast deal. I can provide more pictures for interested buyers. Please do not ask for pictures and disappear as it takes some effort to open up the computer.  Part list (According to Dell's Owner Manual): CPU: i7-
trekspeedconcept,ABOX 2.1 Channel Soundbar + Subwoofer,110.0,1,17,"2 Premium Audio, Immersive Bass Upgrade your TV audio experience with the ABOX 34” 2.1 Sound Bar System. The powerful subwoofer delivers a room-filling audio experience with deep thumping bass.  3D Surround Sound System Home Theater TV Speaker System Compatible Mac & PC Compatible 1 With 120W of pow"
lastminutedeal,D128 WGang 12Inch HD Moblies Phone Screen Magnifier Radiation Protection Foldable Bracket 3D Movie Video Magnifying Speaker Amplifier,16.0,1,7,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (
irsale2019,4 Port VGA Splitter,35.0,0,4,"This 4 port splitter takes the computer's video signal and displays it on uo to 4 analog monitors. THe splitter is also a boosting device that exends the video signal transmissing distrance up to 65 m (213 ft), making it an excelent choice for video bradcasting systems.
 
 
 Bought new but never use"
maltox,Apple Pencil 2 silicon protector,10.0,1,3,Apple Pencil Silicone protector   Avail in  Black White
minah1513,Gigabyte rtx 2060 super aorus 8gb,745.0,1,2,Its brand new and comes with everything.  Just bought it few days ago but wanted to upgrade. Fast deal  Pm for more info 90392510
worktosell,"TROND Bluetooth V4.2 Headphones Wireless with Mic Over Ear, Lightweight, 30H Playtime, APTX Low Latency, LED Codec Indicator, for PC/Cell Phones/TV (Bluetooth Transmitter NOT Included)",40.0,1,6,"Features & details  NO AUDIO LAG FOR WATCHING TV. With latest CSR 64215 Bluetooth V4.2 chipset, TROND TD-BH01 is one of the few TV wireless headphones which truly support the codec of ""aptX Low Latency"" and greatly reduce the audio latency to approx. 30~40ms. You can now watch TV shows or videos wit"
tulipedelweissquddusmommy,Orix floor standing speaker 1pair,50.0,1,16,"Helping my neighbour selling her goods due to full unit renting out, BNIB. Only one taking out for taking Pic. Total 2 speakers (1pair). Pls bring your own cable connector to test here as owner and me don't have here. Owner don't hv chance to retest again, since buying it never open it at all, new. "
cindy.chong.1829,Monocular Telescope High Power Monoculars Scope Compact Portable Waterproof Fogproof Shockproof with Hand Strap for Adults Kids Bird Watching Hunting Camping Hiking Travling Wildlife Secenery,45.0,1,14,"【WIDE-ANGLE AND HD VIEW】High quality precision design featuring all glass high end optics, (FMC Superior BAK-4 Green Film Prism), The High Power monocular telescope provides 8X magnification with 42mm objective diameter wide lens, 360ft/1000yards of large field of view, let you have the best view in"
mojoenterprise,Tuya Smart APP Controlled WiFi Power Strip 4 Way 4 USB Ports Individual Port Control Scheduled Operation Voice Control Google Alexa Smart Home Compatible Surge Protection UK 3 Pin Plugs USB Phone Charging,39.9,1,13,"Purchase link: https://www.mjss.biz/product-page/tuya-smart-wifi-power-extension-4-way-4-usb-ports  [KEY FEATURES] 4 UK / SG 3 Pin Sockets with 4 USB ports 3 Pin Sockets can be individually controlled; USB ports controlled as a group Each socket and USB group can be named and controlled by schedule,"
wysie_soh,Netgear GS208 Switch,28.0,0,4,Computer Parts & Accessories
unpluggedmusic,Logitech Wireless Keyboard MK270R,40.0,1,5,"Brand new. Bought extra by accident.  Wireless keyboard & mouse.   It is new, so non-negotiable. "
dealmaker1975,HP EliteBook with Warranty,499.0,0,3,"Freshly reinstalled with Windows 10 Professional. Comes with manufacturer's warranty till 11-Feb-2021.
 
 Comes with the laptop unit and power adaptor ONLY. No laptop bag. No Microsoft Office.
 
 Lowballers please stay away. DEAD buyers, please stay away too.
 
 Item will be sold based on 1st come 1"
donfong19,Emotiva Usp 1 preamp.,200.0,0,4,One of the preamp with most functions.  Testing allow.
zyiming,Lenovo IdeaPad S540 AMD,850.0,0,7,Laptops
mesasix,Amplifiers AirPods Case,15.0,1,2,"Guitar amplifier silicon cases for Apple AirPods 1, 2 & Pro model. Rock your tunes in style with these cute miniature amps!
 
 1) Orange Guitar Amp (AirPods 1, 2 & Pro)
 2) Marshall Guitar Amp (AirPods Pro only)
 
 Self collection @ Blk 386 Yishun Ring Road.
 Additional $1 for normal postage.
 
 Tha"
matthewwebster,AMD Ryzen 5 3600 CPU,249.0,1,14,"AMD Ryzen 5-3600, 6core, 12 thread, unlocked CPU  Meet-Up North East Area / Postage"
typo,Jabra Halo Smart BRAND NEW,99.0,1,2,Audio
thefiredeal,"Kolrsone Fast Wireless Charger, Car Mount Air Vent Phone Holder Cradle,Support for Qi Standard Phone Gold",15.0,1,1,"Description  Product Specifications Input：DC 5V-2A,DC 9V-1.67A Output：10W Max. Transmission Distance：< 8mm Charging Standard：International WPC Qi Standard Quality Certification：CE/FCC/ROHS Product Color：Black, Silver, Gold  Supported Phone Apple: iPhoneXs/ Xs Max/ XR/ X, iPhone8/ 8+ Samsung: Note 9/"
woody88,cyrus 8vs2 Integrated Amp,650.0,0,13,cyrus 8vs2 to let go. Good working condition. 
tanyueqin,Final airmouse ultralight 2,95.0,0,17,"Selling this mouse as im, not gaming anymore, no scratches or dents on the mouse, includes box and everything meet at waterway point taxi stand or no deal if have any enquires message 81689810"
iori123311,Gaming PC Alienware X51 R2 cpu only,600.0,0,10,"Selling Alienware X51 R2 CPU only. Very good working and exterior condition. Intel i5 4460, 3.2ghz 4cpu 8 gb ram gtx 745 OEM 4gb  1 TB  pre installed win 10, Microsoft and games.  in built wifi and blue tooth. comes with 330Watt external charger.  thanks"
an-sheg,BRAND NEW Surface Book 2 (2 in 1 laptop/tablet) with Pen,1970.0,1,16,"Selling Brand New Surface Book 2 - bought from Microsoft Store and activated only on May 8th. Still have 29 days to return it to Microsoft, but just selling it because it is out of stock globally, and someone maybe interested. I wanted to replace my Ipad and Dell XPS with this one device, but after "
korgdiamsuaelectronics,HUHD HW-K5 Wireless Gaming Headset,80.0,1,2,"RETAIL AT $150
 SELLING AT $80
 
 COLLECTION IS 66 YUAN KUANG ROAD
 COURIER AT $10"
blacktoy,Intel Xeon E5-4627 v2,20.0,0,15,https://ark.intel.com/content/www/us/en/ark/products/75287/intel-xeon-processor-e5-4627-v2-16m-cache-3-30-ghz.html              No warranty left
xoretech,Lenovo L460 | Intel Core i5-6300u/4GB DDR3 Ram/500GB HDD | Windows 10 Pro | 1Mth Lenovo Warranty  ,299.99,0,32,"🔥Lenovo 14” ThinkPad L460🔥 📌Intel Core i5-6300u 📌4GB DDR3L Ram 📌500GB HDD 📌Windows 10 Pro  📌Resolution: 1366x768 HD Screen  Comes with ORIGINAL BRAND NEW SEALED CHARGING ADAPTER!  Condition as seen in the photos, ratings would be a 8/10 plus minus factoring in that this is a used laptop which defini"
cargenius,Panasonic CR2450 Battery,4.5,1,3,$4.50/piece  Panasonic battery   Model : CR2450  Preferably to be done by mailing   
joycrazy0712,Wireless Keyboard And Mouse,12.0,0,5,Slient keyboard.
papamamababy,Netgear 5port Switch,20.0,1,11,BNIB. Netgear 5port Gigabit Ethernet Switch GS205
jaymitter1965,Philips Monitor 224EL,80.0,0,8,Tip top condition 22inch ...hdmi..wide screen ..looks new hardly  used
starzing,Bosch Vacuum Cleaner,98.0,0,7,Used but still in good condition. Comes with dust pack replacement. Non-refundable.
cashconverterssg,BLUETOOTH EARPHONE-TWS,15.0,1,3,BUY THIS ITEM AT OUR WEBSITE AT  USE VOUCHER CODE : CB10OFF TO GET 10% DISCOUNT WITH NO MINIMUM SPENDING REQUIRED.  URL: https://www.cashconverters.sg/bluetooth-earphone-tws-6800000070733.html
eugeneang,Razer Kraken Tournament Edition USB Audio Controller Gaming Headphones,90.0,0,4,"Barely used razer kraken headphones.  less than 1 year old selling because I got myself a wireless headphone No damage or stench, wiped clean. Can nego"
xiaocheapz,"EEEKit Wireless Pro Gaming Controller for Nintendo Switch, Gamepad Joypad Remote Console for Switch, w/USB Type C Charging (Newest Version 7.0.0)",30.0,1,1,"DESIGN FOR NINTENDO SWITCH - Wireless controller fits for Nintendo Switch console, supports the new update Version 7.0.0, please contact us if you need to update the firmware to match the latest version. WIRELESS CONNECTIVITY - Paired quickly, stable wireless connection with Console. Strong anti-int"
itc_adm,"15"" Toshiba High Specs Laptop + 8GB Ram + SSD + 6GB Graphics !",700.0,0,19,Please whatsapp if possible as I’m having issue in opening some Carousell message for days.   Contact number: 8500 0092  You may also click to directly whatsapp at this link: wa.me/6585000092    Used Toshiba 15 inch Slim Gaming / Work / Entertainment Laptop + Windows 10 Professional + Microsoft Offi
nubi8,Table fan (New) $10,10.0,1,4,Hot and Cold fan blower Brand new
soundalive,High-End Audiophile Speaker Cable (2.5m and banana plug),289.0,1,12,"Name: 12TC audiophile grade single crystal copper speaker cable Wire diameter: 11mm  12TC is a new type of wire. On the basis the popular 8TC were amazing, well-balanced, and a good sense of speed, it is further upgraded. The core of the wire has increased from the original 16 strands to 24 strands."
8269e,Denon AVR-X2200W,650.0,0,32,"7.2 Channel Full 4K Ultra HD A/V Receiver with Bluetooth and Wi-Fi  The AVR-X2200W features an advanced video processing system which provides for 4K Ultra HD full rate, and it can upscale analog and digital SD and HD video to 4K UHD. The AVR-X2200W is also HDCP 2.2 compliant, a requirement for 4K U"
taeye0n,HP Laptop i7 (430 G2),448.0,0,19,HP 430 G2 i7-5500U 2.4ghz Ram 8gb SSD 256GB   tags: refurbished refurbish laptop dell acer hp
avlfx.com,Audio-Technica AT2020 Cardioid Condenser Microphone [Restock Mid-June 2020],138.0,1,9,Top-selling professional entry-level Audio-Technica side-address condenser microphone of reputable manufacture in Singapore.  Buy the Audio-Technica AT2020 Cardioid Condenser Microphone with AT8458 Shockmount for $196 at https://www.avlfx.com/category/product/4028-audio-technica-at2020-cardioid-cond
resimlim18,Godmorn Espresso maker,25.0,1,1,(A) new but box is open
benjamin.xdd,1m magnetic LED light strips for PC (re-usable),12.0,1,8,"1m magnetic LED light strips for PC (re-usable)  Wanna add some feel to your PC?  LED light strips is the answer!!   👍 Comes with magnetic strips instead of sticky tapes, so you can adjust the position until your liking or reuse it on another pc!!!  👍 Get LED light strips today and your have various"
wcssingapore,Logitech MK220 Wireless Keyboard with Mouse Combo,44.0,1,5,"Save space without missing a thing as the compact keyboard is about 36 percent smaller than standard keyboards but still has all the standard keys, so doing the things you love is as easy as ever You get a reliable connection upto 10 meters (33 feet) away, with virtually no delays or dropouts even i"
dramafreeseller,"Updated Version USB C Hub,TEMINICE 6 in 1 Type C Hub Adapter with Gigabit Ethernet, 4K USB C to HDMI, 2 USB3.0, SD TF Card Reader, Compatible for MacBook/Pro/Air 2016/2017/2018/2019,More USB C Devices",48.0,1,11,"Description  ✔️Extensive Capability: Built in Updated 2019 Version advanced LT8712X chip. Connect to the latest MacBook Pro or USB-C devices with the multiport USB-C hub featuring an Ethernet port, a 4K HDMI port, An SD card reader, a TF card reader, 2 USB 3.0 Ports, allowing you to connect a keyboa"
techstuff.sg,MSI RTX 2080 Gaming X Trio,920.0,1,45,Barely touched as too busy for work.
welcomehomecasing,Instock Samsung Gear Sport Tempered glass / Samsung galaxy watch 42mm screen,5.0,1,16,"Features:   1. High hardness: after the tempering of glass material, the surface hardness can reach 8-9H, strong impact resistance and it is not easy to be scratched.   2. High light transmittance: transmittance of over 99%, ultra-low reflection, high transparency.   3. High sensitivity: the glass i"
feezy18,Asus Lyra Trio Mesh Wi-Fi System,150.0,0,9,Asus Lyra Trio Mesh Wi-Fi System (1x Lyra Trio Hub)  Items provided in the box: 1x Lyra Trio Hub 1x Lan Cable 1x Power adapter 1x Warranty Card 1x User Manual  Taken out from box to test but not compatible with my network set up.  Bought in 27/3/2019  Condition 10/10.  3 years warranty.  Can provide
cadordk,Battery packed 36v 15ah with velcro,50.0,0,3,Sold my escooter want to clear space so selling cheap battery still healthy   #Escooterbattery  #36v #15ah  #ebike  #externalbattery
jfelite2020,webcam [READY STOCK] FHD USB Webcam Smart Widescreen Video Call Laptop Usb Camera /Built-in microphone/PLUG AND PLAY,27.9,1,25,"SPECIAL OFFER !    200 SETS SOLD IN ONE WEEK ,WE REPLENISH THE STOCK COMING NOW ! MARKET PRICE: $69  NOW :  $27.9    COME WITH LOCAL WARRANTY!  PLUG &PLAY FHD WIDEANGLE , BUILD IN MICROPHONE   1. Built-in microphone, you can hear the voice clearly in 10 meters. 2. Left & right 360 degree and up & do"
pocket.money,"Portable Soundbar for TV/PC, Outdoor/Indoor Wired & Wireless Bluetooth Stereo Speaker with The Newest Remote Control, 2 X 5W Mini Home Theater Sound bar with Built-in Subwoofers for Phones/Tablets…",50.0,1,3,"①【Portable Sound Bar 2 x 5W Subwoofer system Stereo surround cavity design, 2200mAh Battery】Experience the movie at home just like in a theatre. The two built-in speakers produce crystal clear 3D surround sound to bring you the maximum movie and concert experience. 2200mAh high-capacity high-perform"
jonzxz,Klipsch Promedia 2.1 THX,60.0,0,24,Promedia 2.1 THX edition.  Sub / preamp is faulty Satellites and volume control pod is working before sub died.  Good for replacement pod or satellites or repair.   Collection in my place in Bukit Panjang No refunds 
jesohx,NETGEAR Ethernet Switch,40.0,1,2,BNIB Unused Netgear Ethernet Hub.  5 Gigabit Lan ports.  Comes with power adapter and user manual Fast deal $35
good_stuffz,(New) AMD Ryzen 5 3600,250.0,1,5,Just delivered to me 2 days ago Opened to check contents but never used so considered new. My motherboard ordered but never arrive so I don’t need this anymore.  Self-pick up at Ang Mo Kio or you arrange delivery
gene.genetics,**Tiger Woods** Limited Edition Sol Republic Shadow Wireless Earpiece,35.0,0,3,Selling my pre-loved Sol Republic Shadow Earpiece. Limited edition Tiger Woods edition.  Battery still holds up for 4-5hrs. Comes with matching pouch only.  Will charge up for testing.  Sol Republic is from the parent company of Monster that makes Beats Audio
xtremesolution,**RESTOCKED** Ducky One 2 Mecha Mini RGB Mechanical Keyboard 60% Layout (Metal Frame),199.0,1,1,BNIB 1 Year Local Warranty by XtremeSolution Pte Ltd  Stunningly beautiful and robust Cast Aluminum 60% frame Dual layer PCB with a wide array of RGB lighting modes 10 additional PBT double - shot colorful keycaps (Random color) PBT double shot seamless keycaps  Tags Ducky One 2 Mecha Mini RGB Mecha
ovosn1,Apple iPod Shuffle,20.0,0,43,Apple iPod Shuffle Black   Old but it still works 
tehi75,Sonore Micro rendu and MCRU linear power supply,700.0,0,9,One of the best audio micro computer I have had. And updated to the newest software. 
engineer90,500GB HDD + Astone 3.5” Enclosure,35.0,0,1,Selling both:  1x Astone 3.5” HDD Enclosure (USB 3.0 - powered)  1x 500 GB HDD  Price negotiable   Self pickup
choderrick037,Compaq Presario X1000,30.0,0,1,just need to change a new hard disk and reinstall the program
isellyou,DDR3 RAM,15.0,0,13,Used DDR3 rams. Selling because harddisk issues and plans to build PC instead. Each for $15.   8GB RAM sold. 4GB Kingston RAM sold. 4GB Nanya RAM sold.  Left with 2x Hynix 4GB RAM.
tsen08,Netgear 5-port Gigabit Ethernet Switch,50.0,1,3,In Brand new sealed box
sevensieben,Cable/charger management box,8.0,1,8,Made of wood  45×16×10cm Screws needed (not provided)
ssd_sales_sg,"1TB PC SSD (Western Digital) Internal 2.5"" SATA III",198.0,1,29,"1TB PC SSD (Western Digital) Internal 2.5"" SATA III
 
     3D NAND SATA SSD for capacities up to 2TB with enhanced reliability
     An active power draw up to 25% lower than previous generations of WD Blue SSD
     Sequential read speeds up to 560MB/s and sequential write speeds up to 530MB/s
     A"
igservice,Instagram Services [BEST PRICE!] [Exclusive to Carousell Users!] [Organic + Real] [LIKE THIS AND I WILL FOLLOW YOU BACK! DROP ME A CHAT],1.11,1,18," 🔥 #1 Singapore Provider of Instagram Services At The Best Price 🔥  •Tap on Read More for our Pricing + Super Value Packs•  • Our clients from other platforms are above •  • All products are ORGANIC, REAL, PREMIUM, CHEAP and ACTIVE •  • If you would like to buy more than 10,000 followers, Simply mes"
pcspareparts,Acer V5 Series i5 - Gaming/Student/Work Laptop,300.0,0,14,Acer V5 Series i5 - Gaming/Student/Work Laptop  Acer V5-471PG Intel i5-3337U 1.80Ghz up to 2.7Ghz Intel HD Graphics 4000 Nvidia GeForce GT 710M 6GB DDR3 RAM 500GB Hard disk Dolby Home Theater Speakers 14inch HD LED Display w/ Touchscreen display. Backlit Keyboard Fresh Install Windows 10 Home w/ MS 
aatjitra,Class D Amplifier,380.0,0,12,The amplifier module is SDS-500 by ClassDAudio.com   Output 2x 250W into 8Ohm. RCA input with gain/volume control.  Made in USA.  Using High Efficiency SMPS power supply for compact and lighter products.  Chassis is using JLH1969 amplifier for cosmetic.   Equipped with speaker protector to detect an
t258jgn,"[READ DESCRIPTIONS] Crucial P1 PCIe X4 NVMe M.2 2280 Internal SSD (500GB CT500P1SSD8 // 1TB CT1000P1SSD8) MX500 2.5"" SATA3 6Gb/s Internal SSD (500GB CT500MX500SSD1 // 1TB CT1000MX500SSD1 // 2TB CT2000MX500SSD1)",103.0,1,275,👍👍 CASH / BANK TRANSFER / PAYNOW / PAYLAH PAYMENTS ONLY 👍👍  ⛔❌NO CAROUPAY & CARDS PAYMENTS ❌⛔   PLEASE SCROLL DOWN & READ THE DESCRIPTIONS BELOW!    Crucial P1 500GB PCIe X4 NVMe M.2 2280 Internal SSD (CT500P1SSD8) @ OUT OF STOCKS  Crucial P1 1TB PCIe X4 NVMe M.2 2280 Internal SSD (CT1000P1SSD8) @ O
otakku,Acer Wireless Mouse,12.0,0,3,Acer Wireless Mouse. Adjustable dpi. Come with mouse and USB dongle.
itc_adm,Toshiba LightWeight Fast Laptop + SSD + LED Keyboard For Cheap Sale,450.0,0,51,Please whatsapp if possible as I’m having issue in opening some Carousell message for days.   Contact number: 8500 0092  You may also click to directly whatsapp at this link: wa.me/6585000092    Used Toshiba i5 6th Gen Ultrabook Super Light & Fast Laptop + Windows 10 Professional + Microsoft Office 
paulibujan,LG Sound bar + SubWoofer,150.0,0,17,Very good condition! 
daddynmommy21,"E3697 EJEAS Emergency Weather Solar Crank AM/FM NOAA Radio with SOS Alarm Portable 4000mAh Power Bank, Bright Flashlight, Reading Lamp and AUX Music Player for Household Emergency and Outdoor Survival",30.0,1,6,"MULTIFUNCTION WEATHER ALERT EMERGENCY RADIO: To stay safe during tornadoes, hurricanes, AM/FM/7 NOAA Weather channels keep you staying aware of weather conditions, knowing the best places to shelter both indoors and outdoors, a perfect radio for emergencies and disasters. EMERGENCY WEATHER RADIO NEV"
pinkpetals00,asus laptop,0.0,0,22,give me ur best price  used for 3 years  charger provided  no low ballers
