Seller,Product,Price,Quality,Likes,Comments
gonatural4health,"Ultimate EFA Plus™ - Omega 3, 6 & 9 (Proprietary Blend of Fish Oil, Borage & Flax)",S$70,"1 Container - 90 soft gels. IFOS Certified (International Fish Oil Standards). - Free Delivery
 
 Ultimate EFA (Essential Fatty Acids) Plus brings together a proprietary blend of essential fatty acids from borage oil flax seed oil, and fish oils. Exclusive formulated, essential fatty acids may suppo",2,Spotlight
alanhoontc,Synology NAS DS214play with 2 x 3TB HDD,S$450,Used, ,Selling Synology DS214play with 2 x 3TBs. The NAS was hardly moved since installed. The 2 hard disks are 1.5 years.
daeng_vicinity,Motorbike & Car 12v battery pulse charger 5A,S$45,New,5,"Used only once.  1. This is a fully automatic battery charger with 3 charge stages. 2. Automatic charging protects your battery from being overcharged. So you can leave the charger connected to the battery indefinitely. 3. 3-stage chargers are suitable for most battery types including Calcium, Gel a"
goobakmi,"Oriolus Oriolus Hybrid iem Dynamic + balanced armature hybrid, 4 drivers and three-way",S$550,Used,18,Great condition 1st Gen Oriolus Hybrid in ear which I have been keeping as it has a special sound signature which I like.  Decide to let go as hardly been using for pass year.   Bought in 2016 in japan and still in great working condition.   Sound very close to FitEar Togo 334 and AKG 3003 in my opi
loveme,Kuvings  blenders & juicers B6000,S$200,Used,1,Original Kuvings brand bought from Ngee Ann city Takashimaya at $700. Model NS-621CBS2 or also can call it B6000. Come with manual instructions and booklets. Working in excellent condition. Some parts never been used. Self collect at Haw par villa station. Item sold none refundable as I am selling w
sgballoons.singapore,CUSTOMISED BALLOONS ❤️FREE DELIVERY,S$35,Lowest price guaranteed.  If you can find any thing cheaper elsewhere we will give you additional 10% discount on the total amount ❤️   24inch Custermized balloons available!   ❤Transparent custermized deco balloons - $35 ❤Confetti custermized deco balloons - $38 ❤Mini balloons filled custermized de,1,Spotlight
pricelion,Hard Carrying Case Cover Storage Bag for JBL Flip 3 Bluetooth Wireless Speaker at retail shop,S$15,New,33,please self collect at our shop at orchard plaza 05-32/33 sms to 90889737 no time reply at coursell
miirul95,Rechargeable hair clipper,S$40,Others,19,New Carouseller
firisu,"BNIB Cooling Pad,NUOXI M2 Mute 2 Fans Computer Cooler Laptop Stand Fans Rack Notebook Radiators Bracket 14 to 17 Inches,1200RPM",S$29.90,New,52,"Mute: NUOXI M2 Cooling pad using mute fans that make less noise while your laptop is radiating, suitable for office staff and gamer. Fast and Lasting Heat Dissipation: This radiator adopt large area heat radiating iron net that it is beneficial to reduce windage so that to improve radiating proforma"
jon_ng,Palit Gtx 1070 8GB,S$260,Used,31,"bought 29/11/2017, come with 3 years warranty. Condition, good as new. Check out the photo.. Tested working with 3 days personal warranty.  Fixed price.."
unicorndram,13” MacBook Pro 2015,S$850,Used,15,In good condition as seen in photo. Healthy Battery cycle count @ 291  Selling as I have upgraded to the 16”. 
blacknano,Bundle deal GYEON WetCoat 500ml and Bathe Essence 400ml Combo,S$43,"Set Contains:
 
 GYEON Quartz WetCoat 500ml
 
 GYEON Quartz Bathe Essence 400ml
 
 Q²M WetCoat is a revolutionary spray sealant that offers instant durable protection in minutes – simply spray-on and rinse-off. The real advantage is the huge hydrophobic and self-cleaning effect that is delivered imm",5,Spotlight
andigitallock,DIGITAL LOCKS BUNDLES [FREE INSTALLATON!],S$8,New,31,"Samsung SHP-DP728(Bronze) Door Lock + Kaiser Gate Lock : $1199
 
 Hafele EL8000 Door Lock + Hafele ER4600 Gate Lock : $888
 
 Hafele PP8100 Door Lock + Kaiser Gate Lock : $1199
 
 Gateman WV42 Add-On Door Lock + Gateman WV42G Gate Lock : $588
 
 Samsung SHP-DP609 Smart Door Lock + Kaiser Gate Lock :"
hoach,Airpods Pro,S$325,New,13,"Selling a brand new in box Apple Airpods Pro!  100% authentic, with 1 year warranty by apple.com  More than 500+ positive feedbacks, buy with confidence!"
livextreme,Corsair Vengeance RGB PRO 16GB 3200MHZ,S$154,New,7,Corsair Vengeance RGB PRO🔥 8GB 3200MHZ(2PCS) 🔥 Reliable🔥 Direct Supplier🔥 DELIVERY: Orders Collated Every Friday 5Pm🔥 Delivery: Less than a week (Express Delivery)$10 Next Sunday/Monday (Standard Delivery) FOC🔥 Payment Mode: Paynow/Paylah🔥
propnextopagent,Interested to Own a Second Property in Singapore?,"S$688,888","1,600 sqft",32,Spotlight
laptoprepairsgboy,Digital lock/ HDB keyless mail/letter box lock,S$65,New,68,⚡Smart digital letter box lock🔒 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 -Smart home users can do away with traditional keys -fully customisable from 4 to 15digit password.  -Does not need to modify existing letterbox; completely compliant with HDB -Comes with 1 yr product warranty from our company and free battery that last m
ellismortal,Camera drones,S$1,New,5,"Looking to buy a camera drone but not able to afford one?
 Look for me 😁
 I am selling 5 different kinds of drones check pic no.5 for more info on what type you want to buy
 Standard( no fly, no cam): $25
 0.3 million pixel: $30
 2 million pixel: $33
 5 million pixel: $38
 4K PIXEL(recommended if yo"
xoretech,Lenovo Thinkpad Yoga 460| Intel Core i5-6200u/8GB DDR4/256GB SSD | Windows 10 Pro | MS 2019 Pro Plus,S$549.99,Used,2,"Lenovo Thinkpad Yoga 460 📌Intel Core i5-6200u 📌8GB DDR4 📌256GB SSD 📌Windows 10 Pro + MS 2019 Pro Plus  Refer to photos for condition.  Overall 9/10, -1 for the scratch mark in picture 4.  Price is fixed. No nego. "
iirulzz,Honestkin Tv soundbar,S$35,New,2,"Soundbar For tv, latop, computer.   Support wireless-Aux, /Tf Card/usb Dimension - 400mm(w) x 55mm(D) x 60mm (H)  Collection west"
propnextopagent,PLAN NOW BEFORE IT IS TOO LATE,"S$600,000","1,302 sqft",4,Spotlight
sinsengcomponents,"SAMSUNG Universal TV Remote Control [Support Smart TV, NETFLIX, amazon, 3D, Internet TV Button]",S$8,New,29,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
precious_home,UNO R3 Super Starter Kit Rfid Learning Kit with Tutorial for arduino,S$138,New,5,"This kit is ROHS compliant. You will have 32 projects to learn Arduino with detailed tutorials. This kit contains an UNO R3 board compatible with Arduino and comes with a manual. You can also apply this kit to other MCU development platform, such as 51, STM32, Raspberries Pi.  See how to use: https:"
eh_movers,Wireless charger headphones stand,S$15,New,9,interested pls call hp 97403113
livextreme,RYZEN 5 3600/3600X + B450 TOMAHAWK MAX +CORSAIR VENGEANCE 16GB DDR4 3200MHZ🔥,S$580,New,28,CPU BUNDLE(CPU+MB+RAM) CPU: RYZEN 5 3600 🔥 6 Cores 12 Threads 3.6Ghz 🔥 AMD Stock Fan Included In Box🔥 Payment by Paynow/Paylah🔥 For more info about specs visit: https://www.amd.com/en/products/cpu/amd-ryzen-5-3600 MB: B450 TOMAHAWK MAX🔥 Case: ATX🔥 DDR 4 SUPPORT🔥 GAMING BOOST🔥 RAM: CORSAIR VENGEANCE 
drixsome,Ubiquiti USG + UAP LR bundle,S$150,Used,4,"Selling here used: 1/ Ubiquiti USG router 2/ UAP LR Wireless AP 2.4G radio only!  Selling as a bundle. Reason for selling: overestimated my networking skillset so decided to go back to consumer grade hardware as it's less hassle.  For this price with no neg, will cover grabexpress for Northeast area"
hip8888,Kingston SD Card,S$9,New, ,Brand new Kingston SD Card 2GB! Still sealed in packaging as shown. Never opened. Do note that there are some yellow spots on the packaging itself as they have been kept for a while but the SD cards are entirely brand new and in good condition! Selling per piece at $9 each! Buy 5 or more at $8 each!
sg.pacific.mover,Office Relocation & Disposal Service,S$0,🌐Website:sgpacificmover.com.sg 📧Email:www.sgpacificmover@gmail.com 😀Facebook: sgpacificmover   SG PACIFIC Mover is a professional moving company with more than 15 years of experience. We move your items speedily and safety. We do not compromise on keeping your items safe for the sake of being effici,51,Spotlight
desireeeeee,Echo Dot Gen 3 - Charcoal,S$55,New,307,Brand new sealed in box direct from USA  You’re welcome to walk into the Broadlink Experience Centre to experience how home automation works before purchasing directly at our store. Address and operating hours can be found on this link https://sg.carousell.com/p/223828967  Description: Meet the all-
fion-sim,iPad 10.2 inch case,S$20,New,2,delivery $5
paradiseblogshop,Men’s Hair Shaver (INSTOCKS) ,S$30,New,4,"ALL INSTOCKS! BRAND NEW, STOCKS JUST ARRIVED!   LIMITED STOCKS, available in black or white!  Grab yours now! 5 White and 3 Black Instocks!   NOTE: This product belongs to the brand in Xiaomi ecological chain and is manufactured by a third-party company. There is no ""Mi"" logo on the goods and packag"
ericlwj,Creative Chinese Dictionary PX2131,S$20,Used,13,very good condition. LIKE NEW CREATIVE  PX2131. fast deal
singapore1mover,MTI approve Mover,S$0,"* 💯% Positive Reviews* 🚚  We are MTI approved Mover.  *With current Covid-19 situations and measures implemented by government to curb the virus, we will be following government’s stringent guidelines to combat the Covid-19. We seek your cooperations in declaring that u are unwell or serving quarant",1,Spotlight
tiestofan25,Mid 2011 Mac Mini Intel Core i5 8GB,S$350,Used,30,For sale is a seldom used mid 2011 model Mac Mini 2.3ghz Intel Core i5 chipset which was upgraded to 8GB RAM running MacOS High Sierra v. 10.13.4 .  Used principally to store my iPhone backup images (see third pic).  Please note U.S. plug so you will need a power adaptor from the U.S. to U.K. pin ou
dreilacadin,TEAMGROUP ELITE-SERIES 2666MHZ 8GB DDR4 DESKTOP MEMORY,S$60,TEAMGROUP Elite DDR4 8GB Single 2666MHz PC4-21300 CL19 Unbuffered Non-ECC 1.2V UDIMM 288 Pin PC Computer Desktop Memory Module Part No: TED48G2666C19BK - (1x8GB) Single  Mint condition.  No issues. Bought last October 2019. Never been Overclocked.  Full specs: https://www.teamgroupinc.com/en/product,4,New Carouseller
ridben,Computer tower I7-2700K / 8GB RAM / SSD 256GB,S$300,Used,27,I sell my computer tower with these specs: Cooler: NOCTUA NH-U12P SPECIALE EDITION SE2 DVD writer: ASUS DRW-24B3LT RAM: GSKILL RIPJAWS-X DDR3-1866 PC3 14900 8GB(4GB X 2) SSD: CRUCIAL M4 256GB CPU: INTEL PROCESSEUR I7-2700K Motherboard: ASUS P8Z68-V PRO/GEN3 S1155 Z68 ATX SND+GLN+U3 SATA6GB/ PSU: Cor
seller9991,WTT/WTS GTX 1080ti Gigabyte Aorus Xtreme,S$750,Used,18,WTT this pristine condition Gigabyte GTX 1080 ti. Looking to trade up for RTX 2080 or 2080 ti with my top up. Comes with about 3 more months of warranty and performs extremely well. No abusing and no overclocking. Condition 10/10
1generictech,ORIGINAL Samsung AKG Earpiece - AKG Samsung Earpiece 3.5mm with Microphone,S$15,New,102,"💯Authentic Made in Vietnam
 👍Ready Stock
 ✨Brand New
 ✔️1 Week Warranty
 
 📦BUNDLE DEALS
 Buy ≥2 for 10% DISCOUNT
 Buy ≥5 for 20% DISCOUNT
 
 ➕ADD-ONS
 Drawstring Pouch +$1.50 
 USB-C to 3.5mm Adapter +$1.50
 
 ❗Buy ALL ADD-ONS for 10% OFF❗
 
 🚚SHIPPING
 Normal Mail +$1.40
 SmartPac +$3.20
 
 🤝MEETU"
moversrhs888,BUSINESS AS USUAL!!! CHEAPEST MOVERS SINGAPORE - CHEAP LORRY MOVING SERVICE / PROFESSIONAL MOVER.,S$60,"HP: +65 84544356 Https://wa.me/6584544356 Professional moving service at affordable prices. Cheapest mover in Singapore.   *** WE ONLY HAVE 10FT LORRY ***  *** MINIMUM PRICE AT $60. NON NEGOTIABLE. IF YOU HAVE BUDGET BELOW $60, DON'T BOTHER TO TEXT / PM ME! THANK YOU! ***  📌 10ft lorry  for house mo",251,Spotlight
tim_gadget,"HDMI to VGA, Benfei Gold-Plated HDMI to VGA 1.8m Cable Compatible for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black (I1029)",S$10,New,4,"COMPACT DESIGN - The compact-designed portable Benfei HDMI to VGA adapter connects a computer, desktop, laptop, or other devices with HDMI port to a monitor, projector, HDTV, or other devices with VGA port; Tuck this lightweight gadget into your bag to do a business presentation with your laptop and"
looooots,B&O E8 Wireless Earphones,S$200,New,6,"only used once when trying them on, but i didn’t like the fit  price negotiable, do hit me up"
ashvath02,"PC Gaming Wireless headset (RIG 800HD), USB Cable, Wireless base",S$150,"I ordered this headset for personal use only to realise that it is only for PC. Literally just received it (14th May,2020) and it originally cost me 190sgd so just looking to get some of the money back...🙂",11,New Carouseller
sg.iphonerepairs,"iPhone Back Glass Repair, iPhone Repair, iPhone Back Housing",S$0,"iPhone Back Glass Repair, iPhone Back Housing, iPhone Back Glass Crack, iPhone Housing, iPhone Back Cover Repair, iPhone Repair  ✳️ iPhone Glass Back Repair, iPhone Crack Back Repair, iPhone Housing  ⏰ Estimated Repair Time:  iPhone Back Glass Repair: 90 - 120 mins  YIYUN Mobile iPhone Repair  📍Juro",47,Spotlight
han2chua,Airpod Pro,S$500,Used, ,"selling out original apple airpod pro (with box) condition:10/10 reason to sell:some feature cant be use on my Samsung phone just used it for 2months still under warranty   with nomad leather case,elago eartip cover(black and white),elago dust guard and elago airpod pro original case(nightglow blue)"
aileengong,Bose wall mount,S$30,Used, ,Original Bose wall mount. Selling a pair. Will fit Bose jewel cube speakers
craftfixbuild,Akarui Digi Dry Cabinet,S$60,Used, ,"Used Akarui camera dry cabinet for sale. Used for about a year. some light scuffs. full working condition.   selling as upgrading to bigger one. About 50L's. local set, comes with UK 3-pin plug  40cm(L) X 36cm(D) X 42cm(H)  self collect only"
cronochoo,Corsair CX600M 600Watt PSU,S$80,Used,4,"Corsair CX600M 600Watt PSU, in excellent condition. "
alfred_era,The Gazanja (discounted rate from developer!),"S$888,888",888 sqft,7,Spotlight
hotrodmafia,Razer Ornata and Lancehead combo (Nego),S$200,Used,1,Selling both items. PC is under utilized.  Slight nego available.  Both items doesn't come with box.   Condition 9/10 both items.
commotrading,Brand New Wired Doorbell Door Chime Door bell HDB BTO Condominium Condo House,S$8,New,28,Compact light weight and easy to install to existing bell point. Not minor defective grade. Fixed price   Specifications: Material: ABS non-flammable materials Color: White Volume of Doorbell: 90db Power Supply: 2 * AA Batteries (not included) Size: Approx.87 * 62 * 23mm  Weight: Approx. 61g  Packag
str.97,Enacfire Future Plus,S$50,New,2,Free Delivery
akot.sg,Victure Baby Monitor 1080P FHD Home WiFi Security Camera Sound/Motion Detection with Night Vision 2-Way Audio Cloud Service Available Monitor Baby/Elder/Pet Compatible with iOS/Android instock,S$20,"▲Victure Wifi Camera*1 ▲Screw*2 ▲150cm length power cable*1 ▲Power plug*1 ▲User manual*1  【Specifications】  ▲ Size: 65*125 mm  ▲ Wide-angel: 120°  ▲ Application: IOS & Android  ▲ TF card(NOT INCLUDE): 8-64G/C10  ▲ Resolution: 2 million pixels, 1920x1080(1080P)  ▲ Infrared light: 940nm 9PCS, range up",3,New Carouseller
alexlixj,Aftershock Ultracore Gaming Desktop,"S$1,988",Used,10,"ULTRACORE RED & BLACK Series By Aftershock:  1) Chassis Design (ULTRACORE) : H440 Chassis - Red and Black  2) Desktop Motherboard : ASUS Z270F Motherboard (SLI & Overclocking *Supported*)  3) Desktop Processor (Ultracore) : Intel i7-7700 3.60 GHz Kaby Lake Processor (8M Cache, up to 4.20 GHz)  4) Th"
ivant088,Purity Audio KICAS Caliente headphone amplifier,S$250,Used,2,Class A discrete design Power headphones up to 600ohm 
joycelynwong,Direct Developer Discount!,"S$728,000",563 sqft,35,Spotlight
rentaspark,Macbook Air 💨  1.3ghz / 4gb Ram / intel hd 500 / 121gb ssd,S$555,Used,2,"Boots in 19second! Fast and reliable  Not for fussy buyers: It has scratches and dings all over but the performance is super! I will provide black case to cover aesthetics flaws and make it look classy  Macbook air! Light, fast, reliable.    Macbook Air 💨  1.3ghz / 4gb Ram / intel hd 500 / 121gb ssd"
justformangs,Hp pavilion 15 inch gaming laptop,"S$1,600",Used, ,condition is super new just bought 2 months old. all still ok comes with 5 years warranty included can one to one exchange if spoiled. comes with bag no box. charger included .
shop.matinee,"[NEW] Samsung TV Remote Control Universal Plug & Play for all LCD LED TV Remote Control with Smart TV Functions, Netflix, YouTube",S$8,New,1,"FREE DELIVERY  Samsung TV Remote Control Universal Plug & Play for all LCD LED TV Remote Control with Smart TV Functions, Netflix, YouTube, Amazon"
chiendo97,ASRock B365M-ITX/ac LGA1151/ Intel B365/ DDR4/ SATA3&USB3.1/ M.2/ WiFi/A&GbE/Mini-Itx Motherboard,S$110,Used,14,Condition: Very good. Used it for 1 year without any problems.   Reason: I updated to Z490 ITX motherboard so wanna sell it.   Review: This is the most decent ITX motherboard at a reasonable price. It supports all Coffee Lake Intel Chips with 2666Mhz memories.   ASRock B365M-ITX/ac LGA1151/ Intel B3
team_sebastian,Movers/Transportation/relocators,S$0,"Sebastian movers 84057882 ***FREE QOUTE*** > Follow our instagram page; @sebastian_movers  🚚Simple delivery starts from $30🚚  ======= SPECIALISED IN ======= • We are specialised in marble moving, any type of marble item, we can do it • Dismantling and assembling of all type of beds.  ~~~~SERVICES WE",296,Spotlight
easygadget,Lenovo Laptop NoteBook Intel i5 Window Touch Screen,S$400,Used,16,"Very Good Condition Window i5 Laptop Notebook BUY with confident, Worry about Battery Life? We have solve your problem, BRAND NEW Battery with 90 Days Warranty with original receipt / invoice. System reformat with all clean and default setting, no worries about 3rd party data, reformatted to brand a"
cuckoo_friend,BNIB Disinfectant / sterilize fogging machine,S$599,New,10,"Prepare for starting work or protecting your premises with this anti-virus disinfecting fog machine. Disinfect your home, office, car etc. ✅ 99.9% disinfection and sterilization ✅ Improves air quality ✅ Removes odor and bacteria ✅ Household appliances and furniture are not damaged ✅ Quality assured "
beryn91,Gimbal Adaptor for go pro,S$15,Used,17,No longer needed because upgraded to go pro hero 7 with awesome stability. 
numbernine,Vertical Multi-Socket / Extension Plug Socket,S$39,New,1,"Item: Vertical Multi-Socket / Extension Plug Socket   4 USB Ports, 10 Socket Gang  Condition: 10/10  $39!  -  Normail Mail: $3 BluPort: $3.50 Courier Service: $5 Flat (Same Day Delivery at $8)"
xiayutian,Sata cable,S$2,Used, ,Sata cable.  Can mail.
daphne.tan.908,Tax services,S$500,"IMPORTANT TAX UPDATE: If you're a Sole Proprietor or Partnership, you'll need to pay annual taxes by 31 MAY 2020.  The good news? We're here to help, let us handle every detail for you, from start-to-finish. Our tax packages start from $500. Get started now  #taxfiling  #affordabletaxes  #accounting", ,Spotlight
ying2_6,Audio Technica AT2020 Condensor Microphone(XLR),S$155,New,31,Brand new with warranty 
itsn0temz,Apple Airpods Pro,S$100,New,12,Audio
itgad,Air pod,S$119,AIWA AT-X80 Bluetooth Air Pod (Available in blue and white) - Comparable with Apple Air Pod - Clear and good sound bass  MONTH OF LABOR DAY FLASH SALE!!! U.P : $128 Now : $109 (WHILST STOCK LAST)  *Additional $15 for delivery. Self-collection is available., ,New Carouseller
yiyunmobile,"20min iPhone Repair, Screen LCD Crack Repair, Phone Repair",S$0,"✳ Jurong iPhone Repair Service
 3 mins from Jurong East MRT. Professional and affordable. Friends living or working at SG’s West please support 💪🏼
 
 YIYUN Mobile iPhone Repair 
 📍Jurong📍Woodland📍Kovan📍Orchard
 
 SG trusted Phone Repair since 2011
 ✴ Free diagnosis ✴ Nett prices 
 ✴ Same day repair ",360,Spotlight
dusrkeric,FINAL PRICE - Surface Book 2 15-inch  (TOP SPEC),"S$2,289",Used,41,"Spec: -15-Inch 4K display -16GB ram -Intel core i7 8th gen -NVIDIA Geforce GTX 1060 6GB GPU -512GB ssd  Just over a year old, condition is 9/10  Has white Dbrand skin on.   comes with 2 week old new surface pen($140) ,original charger, and laptop sleeve . No boxes.  Selling to upgrade to a desktop. "
hjr20,TV BOX TV box Smart TV Box Android BOX,S$50,New,173,"Brand new Android TV Box, original price $ 169.9, offer price $ 50, warranty three month.  🌟 Preloaded APPs for Live Channels and movies  📲 HP/WhatsApp: 84225960  By Region: Singapore, Malaysia, China, Hong Kong, Macao, Taiwan, Indonesia, Thailand, India, Pakistan, Korea, Japan, Vietnam, Iran, Russi"
dillu,Ironman Wireless Gaming Mouse,S$13,New,3,Beautiful and very good quality  IRONMAN WIRELESS GAMING MOUSE Very very silent & smooth worth the price Excellent reviews from all buyers 👌
thefiredeal,Sennheiser CX 3.00,S$23,New,1,Sennheiser CX 3.00  High-quality earphones offering detailed sound reproduction and enhanced bass response. Ready to use with all devices.  Overview  Spice up your sound with Sennheiser’s new CX 3.00 earbuds which offer amazingly detailed sound reproduction and enhanced bass response in an incredibl
andrewera,909 Jurong West Street 91,"S$420,000","1,367 sqft",8,Spotlight
stevesai,Audience the Power Chord,S$280,Used,8,Pre-owned Audience the Power Chord 2 meters for sale 
jenny018,"Wireless Charger for Apple Watch Magnetic Charging Cable, 2 in 1 Watch Charging Cable Cord for Apple Watch Compatible for Apple Watch Series 5/4/3/2/1 for iPhone 11/XR/XS/X/8/7-[3.3 FT/1.0M- White]",S$12,New,6,"⚡[Dual Charging Units]:The 2 in 1 apple watch and iPhone charger is compatible with all Series Apple Watch 5/4/3/2/1 (Both 38mm and 42mm Version) and iPhone 11/11 pro/XR/XS/XS Max/X/8/8Plus/7/7Plus/6/6Plus/ipad4/iPad Air2/iPad Air/iPad mini/mini2/mini3/mini4/Airpods with 3.3 feet charging cable.
 ⚡["
bobby7585,Mechanical Keyboard (Ducky Shine 3) with Custom Keycaps,S$70,Used,6,"Original price: $215  Type: Mechanical Brand: Ducky Model: Ducky Shine 3 Switch: Cherry MX Blue Colour: Magenta lighting  Lighting effects: 1. Normal ""on"" mode (Full) 2. Reactive 3. Breathing 4. Ripple 5. Snake 6. Wave  Condition: 7/10 (The lighting for the Left Caps, W and D keys are no longer work"
360digital,BASEUS HDMI Male to VGA Male 1080HD Adapter Cable Line 1m/2m Enjoyment Series,S$19.90," Name: Baseus  Brand: Baseus Enjoyment Series HDM Male To VGA Male Adapter Cable  Material: Aluminum alloy+ Nylon braided wire  Resolution: 1080P  Length: 1m/2m  Enjoy the new broad view on large screen  Aluminum alloy in-mold molding process + interface gold ting technology, dual protection of chip",3,New Carouseller
pajero123,B&O Beoplay A9 MK II Limited Edition,"S$2,800",Used,2,Smoked oak edition. Full function.  2 years + old. Clean & neat - scratch less. Smoke free environment. Come with original box. Local set. I am the first owner.  Serious buyer / test before you buy with confident. 
fatboysales,Fangor projector,S$98,New,4,"🍔😎Thank You for Visiting😎🍔 Check out our profile: https://sg.carousell.com/fatboysales/ 💯✨FREE DELIVERY ✨💯 (Above $50 spent accumulated) 🔥✨𝐒𝐓𝐀𝐘 𝐇𝐎𝐌𝐄 𝐀𝐍𝐃 𝐒𝐇𝐎𝐏 𝐒𝐀𝐅𝐄𝐋𝐘 𝐎𝐍𝐋𝐈𝐍𝐄✨🔥  ☠☠𝗡𝗢𝗧 𝗥𝗘𝗖𝗢𝗠𝗠𝗘𝗡𝗗𝗘𝗗☠☠ 😷✘𝐒𝐄𝐋𝐅 𝐂𝐎𝐋𝐋𝐄𝐂𝐓𝐈𝐎𝐍✘😷  - Block 327 Tampines street 32 or Bedok Point, Tampines Mart  😊Make payment of depos"
sally.property,209A COMPASSVALE LANE,"S$380,000",731 sqft,13,Spotlight
bavo.van.roost,Bose SoundSport Free,S$240,New,6,Brand new pair of Bose earphones - I won them through a contest at work but don't need them as I have a pair of wireless earphones already. 
thefiredeal,"IQIYI [Apple MFi Certified] Apple Watch Charger, 3.3ft(1.0M) Magnetic Charging Cable Cord for Apple Watch/iWatch (38mm & 42mm & 40mm & 44mm), Durable Portable Charger for Apple Watch Series 1/2/3/4",S$11,New,12,ensures completely and securely charge your Apple watch devices Bigger Module Surface - For easier adsorption than Apple original charging cable (Does Not Match with Stands Which Support the Apple Original Charging Cable) PlEASE NOTE:IQIYI magnetic charging cable can't match the stand which support 
tango_15_10,Pioneer VSX-516 AV RECEIVER,S$180,Used,3,Used but well taken care of. Replaced with bluetooth enabled AVR hence selling this off. Remote control is original and almost brand new. Old one damaged by battery leak. Self collect from address stated. Slight nego can consider. Caah payment or via PayLah
theice79,BN pulse repair battery charger 12v 8A - 24v 4A,S$45,New,1,Others
thebatteryshop,Brand New Wholesale Amaron Car Battery - Change Your Own Car Battery Replacement,S$99,The Battery Shop Singapore Call: 9014 1414 (For Immediate response please WhatsApp now https://wa.me/6590141414  For More Information Please Visit: www.thebatteryshop.com.sg  TBS Provides Affordable 24Hrs Car Battery Replacement Service in Singapore.  Got a flat car battery because you left your hea,403,Spotlight
reebelo,"Lenovo Yoga 520, 360 Degree, Touch - Gold - 1TB - 14-inch - i7 7th Gen 2.9GHz - 8GB RAM",S$819,Used,4,"Refurbished second-hand device
 
 Check out our full range of electronic devices at: https://www.reebelo.com/collections/all
 
 ✔️Very good condition - Light scratches only, no major scratches or dents
 ✔️Charger provided -  Box subject to availability
 ✔️Certified 100% functional - Repaired, tested"
croazy,Nintedo DSI,S$35,Nintendo DSI Japanese Version  Includes: • Nintendo DSI Console ( Japanese ) • Original Styles • Plastic Casing • Usb Charger  Condition 6-7 / 10  Can negotiate,6,New Carouseller
antz.87,ZERONE XT-22 Wireless Earphone,S$10,New,1,ZERONE Wireless Earphone  Description as shown on pic 4 & 5
redzapple,"New Smart Jumping Rope Fitness Sport Skipping Ropes Electronic Calorie Counter Jump Ropes with Anti-Slip Hand Grip with LCD Screen Showing Time, Calorie for Fitness & Exercise",S$18,New,8,"* DESIGN WITH DISPLAY SCREEN: High definition accurate digital display show your rope skipping quantity.. It is accurate and easy to reset. Assist you to burn fat, lost weight, beauty body, and keep healthy.  * CORDLESS JUMP/ROPE JUMP: The creative design allows you to change the mode between Rope J"
dasson,Samsung laser printer,S$30,Used,4,Haven’t used for some time so not sure if it works  Collect at Pasir Ris 
irepairsg,"Macbook Repairs (Macbook Air repair, Macbook Pro repair)",S$0,Repair  Singapore  Award winning Repair Singapore  Why choose us? CaseTrust Accreditation – Only Macbook repair in Singapore  •	3000+ facebook reviews :  www.facebook.com/irepairsg  Worried about your data and parts? we do it face2face. your personal data and parts is in safe hands.  An inexperience,20,Spotlight
berriesbearr,JBL Tune 110 BT box,S$5,New,10,"Condition 10/10. Lost the earpiece and left with all the accessories. Cable, additional buds and manual are intact.  PM me for more information.   #JBL #Bass #Earpiece #Bluetooth #headset #accessories"
firmonday24,Handheld Sewing Machine,S$7,New,1,My mum get it as a lucky draw last time and never use it before.   Can bring anywhere put it inside your bag for standby
pui2007,TWS i12 Airpods,S$39,Audio,1,New Carouseller
hdb.upgrader,Looking for hdb or condo? How to spot the different to your advantage?,"S$258,000",998 sqft,4,Spotlight
nfal.hqim,SALE! WD Elements Portable Hard Drive 2TB,S$80,New,13,Bnib. Not a pre-order item. I have it in my possession. Available for quick deals 👍
matty0515,Lenehan ML1 speakers,"S$1,200",Used,24,"https://www.lenehanaudio.com.au/ml1.html   A mini-monitor loudspeaker, by virtue of its small size, offers many benefits when it comes to accurate sound reproduction - like superb stereo imaging, low colouration and natural voice tones. Typically in competitor loudspeaker models, they have many weak"
lookup,USB External sound card audio adapter 3.5mm aux UGREEN,S$18.99,New,3,"USB external sound card easily adds a 3.5mm aux TRRS port (integrated audio-in and audio out interface) to your computer, which enables you to connect your existing headset with 3.5mm TRRS to your PC through a USB interface. Note: It does not work with headset with separated headphone and microphone"
14jamesjy05,Gtx 1080 8gb free delivery,S$450,Used,64,well taken care gtx 1080 DM for any details selling due to looking for upgrade
hdb.upgrader,Owned an EC but Keen for second property purchase without selling your place?,"S$488,000","1,012 sqft",7,Spotlight
archimeister,Boss Soundsport Free,S$200,New,6,Opened to use but doesn’t fit my ears well.  
enginetec,beats Studio 3 Wireless Headphone,S$200,Used,2,"Comes only with the Headphone itself and also micro-USB charging cable.
  Condition 9/10"
